city;property_type;area_sqm;rooms;floor;floor_count;build_year;latitude;longitude;distance_to_center;poi_count;distance_to_school;distance_to_healthcare;distance_to_post_office;distance_to_kindergarten;distance_to_restaurant;distance_to_college;distance_to_pharmacy;ownership_type;building_material;condition;has_parking;has_balcony;has_elevator;has_security;has_storage;price;listing_year;listing_month;address;price_per_sqm;source_dataset;property_description;heating_type;source_url;voivodeship;offer_type;building_type;market_type;city_population;maintenance_fee;available_from;advertiser_type;additional_info;window_type;energy_certificate;furnishing;utilities;quarter;primary_price;secondary_price;inflation;housing_inflation;avg_salary;population;unemployment;interest_rate
Łódź;blockOfFlats;41.5;2.0;11.0;11.0;2016.0;;;;;;;;;;;;spółdzielcze-własnościowe z KW;;;;;True;;True;280000.0;2022;10;;6746.987951807229;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;6451.0;5514.0;104;104,9;6689,23;2378483.0;5,47;4,68
Łódź;blockOfFlats;50.5;3.0;4.0;4.0;1975.0;;;;;;;;;;;;własność;;;;True;;;True;280000.0;2022;10;;5544.554455445545;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;6451.0;5514.0;104;104,9;6689,23;2378483.0;5,47;4,68
Łódź;blockOfFlats;48.0;2.0;4.0;4.0;;;;;;;;;;;;;pełna własność;;;True;;;;True;280000.0;2022;11;;5833.333333333333;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;6451.0;5514.0;104;104,9;6689,23;2378483.0;5,47;4,68
Łódź;blockOfFlats;47.22;3.0;1.0;4.0;1978.0;;;;;;;;;;;;spółdzielczo-własnościowe z KW;;;True;True;;;True;280000.0;2022;12;;5929.690808979246;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;6451.0;5514.0;104;104,9;6689,23;2378483.0;5,47;4,68
Łódź;blockOfFlats;49.0;2.0;0.0;3.0;;;;;;;;;;;;;własność z KW (czysta KW);;;True;False;False;;;280000.0;2022;10;;5714.285714285715;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;6451.0;5514.0;104;104,9;6689,23;2378483.0;5,47;4,68
Łódź;blockOfFlats;48.0;3.0;8.0;10.0;;;;;;;;;;;;;;;;;True;True;;;280000.0;2022;12;;5833.333333333333;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;6451.0;5514.0;104;104,9;6689,23;2378483.0;5,47;4,68
Łódź;blockOfFlats;41.42;2.0;5.0;5.0;1960.0;;;;;;;;;;;;własność;;;;;True;;True;280000.0;2022;12;;6760.019314340898;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;6451.0;5514.0;104;104,9;6689,23;2378483.0;5,47;4,68
Łódź;blockOfFlats;43.0;2.0;5.0;11.0;1978.0;;;;;;;;;;;;;;;;True;True;;;280000.0;2022;12;;6511.627906976744;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;6451.0;5514.0;104;104,9;6689,23;2378483.0;5,47;4,68
Łódź;blockOfFlats;46.0;2.0;7.0;11.0;;;;;;;;;;;;;własność;;;True;True;True;;True;280000.0;2022;12;;6086.95652173913;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;6451.0;5514.0;104;104,9;6689,23;2378483.0;5,47;4,68
Łódź;blockOfFlats;45.0;2.0;0.0;4.0;1970.0;;;;;;;;;;;;własność;;;True;False;;;True;280000.0;2022;2;;6222.222222222223;;;;;ŁÓDZKIE;;;;;;;;;;;;;1 kwartał;6565.0;5765.0;103,9;106,6;6209,09;2378483.0;6,23;4,28
Łódź;blockOfFlats;47.0;3.0;9.0;10.0;;;;;;;;;;;;;własność;;;;True;True;;;280000.0;2022;12;;5957.446808510638;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;6451.0;5514.0;104;104,9;6689,23;2378483.0;5,47;4,68
Łódź;blockOfFlats;36.3;2.0;11.0;11.0;1970.0;;;;;;;;;;;;spółdzielcze-własnościowe z KW;;;;;True;;;280000.0;2022;12;;7713.498622589533;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;6451.0;5514.0;104;104,9;6689,23;2378483.0;5,47;4,68
Łódź;blockOfFlats;38.0;2.0;0.0;4.0;;;;;;;;;;;;;własność;;;;;;;;280000.0;2022;2;;7368.421052631579;;;;;ŁÓDZKIE;;;;;;;;;;;;;1 kwartał;6565.0;5765.0;103,9;106,6;6209,09;2378483.0;6,23;4,28
Łódź;blockOfFlats;40.13;2.0;3.0;4.0;1968.0;;;;;;;;;;;;spółdzielcze-własnościowe;;;True;True;;;True;280000.0;2022;2;;6977.323697981559;;;;;ŁÓDZKIE;;;;;;;;;;;;;1 kwartał;6565.0;5765.0;103,9;106,6;6209,09;2378483.0;6,23;4,28
Łódź;blockOfFlats;39.0;2.0;6.0;10.0;;;;;;;;;;;;;własność;;;True;True;True;;True;280000.0;2022;2;;7179.48717948718;;;;;ŁÓDZKIE;;;;;;;;;;;;;1 kwartał;6565.0;5765.0;103,9;106,6;6209,09;2378483.0;6,23;4,28
Łódź;blockOfFlats;40.19;2.0;3.0;4.0;1965.0;;;;;;;;;;;;spółdzielcze-własnościowe;;;;True;;True;True;280000.0;2022;2;;6966.9071908434935;;;;;ŁÓDZKIE;;;;;;;;;;;;;1 kwartał;6565.0;5765.0;103,9;106,6;6209,09;2378483.0;6,23;4,28
Łódź;apartmentBuilding;52.0;2.0;2.0;3.0;1960.0;;;;;;;;;;;;spółdzielcze-własnościowe;;;;True;;;;280000.0;2022;2;;5384.615384615385;;;;;ŁÓDZKIE;;;;;;;;;;;;;1 kwartał;6565.0;5765.0;103,9;106,6;6209,09;2378483.0;6,23;4,28
Łódź;blockOfFlats;43.13;2.0;2.0;10.0;;;;;;;;;;;;;własność;;;;True;True;;True;280000.0;2022;3;;6492.000927428703;;;;;ŁÓDZKIE;;;;;;;;;;;;;1 kwartał;6565.0;5765.0;103,9;106,6;6209,09;2378483.0;6,23;4,28
Łódź;tenement;73.0;2.0;3.0;4.0;;;;;;;;;;;;;własność;;;True;;;;;280000.0;2022;3;;3835.6164383561645;;;;;ŁÓDZKIE;;;;;;;;;;;;;1 kwartał;6565.0;5765.0;103,9;106,6;6209,09;2378483.0;6,23;4,28
Łódź;blockOfFlats;38.0;2.0;6.0;10.0;1985.0;;;;;;;;;;;;spółdzielcze-własnościowe;;;;True;True;;True;280000.0;2022;3;;7368.421052631579;;;;;ŁÓDZKIE;;;;;;;;;;;;;1 kwartał;6565.0;5765.0;103,9;106,6;6209,09;2378483.0;6,23;4,28
Łódź;blockOfFlats;41.32;2.0;0.0;8.0;;;;;;;;;;;;;własność umowa z developerem;;;True;True;True;;;281472.0;2020;5;;6812.003872216844;;;;;ŁÓDZKIE;;;;;;;;;;;;;2 kwartał;5653.0;4654.0;100,6;101,8;4914,5;2415816.0;6;3,3
Łódź;blockOfFlats;28.5;1.0;3.0;10.0;2024.0;;;;;;;;;;;;;;;True;True;True;;;281415.0;2023;4;;9874.21052631579;;;;;ŁÓDZKIE;;;;;;;;;;;;;2 kwartał;7070.0;6135.0;101,5;99,1;6808,07;2362519.0;5,63;6,83
Łódź;blockOfFlats;28.0;2.0;3.0;7.0;2020.0;;;;;;;;;;;;;;;True;;;;;280000.0;2022;4;;10000.0;;;;;ŁÓDZKIE;;;;;;;;;;;;;2 kwartał;6519.0;5903.0;106,3;107,8;5948,51;2378483.0;5,97;6,35
Łódź;blockOfFlats;28.3;1.0;4.0;7.0;2024.0;;;;;;;;;;;;własność;;;;True;True;;;281416.0;2023;4;;9944.028268551236;;;;;ŁÓDZKIE;;;;;;;;;;;;;2 kwartał;7070.0;6135.0;101,5;99,1;6808,07;2362519.0;5,63;6,83
Łódź;apartmentBuilding;38.82;1.0;1.0;5.0;2021.0;;;;;;;;;;;;własność;;;;;;;;281445.0;2022;1;;7250.0;;;;;ŁÓDZKIE;;;;;;;;;;;;;1 kwartał;6565.0;5765.0;103,9;106,6;6209,09;2378483.0;6,23;4,28
Łódź;blockOfFlats;41.56;2.0;;9.0;;;;;;;;;;;;;własność;;;True;True;;;;281472.0;2022;1;;6772.666025024061;;;;;ŁÓDZKIE;;;;;;;;;;;;;1 kwartał;6565.0;5765.0;103,9;106,6;6209,09;2378483.0;6,23;4,28
Łódź;blockOfFlats;26.42;1.0;1.0;5.0;;;;;;;;;;;;;;;;;False;;;;281373.0;2023;10;;10650.0;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;7650.0;6583.0;100,5;100,5;7547,34;2362519.0;5,33;6,39
Łódź;apartmentBuilding;28.74;1.0;2.0;6.0;2022.0;;;;;;;;;;;;własność;;;;False;True;True;;281365.0;2023;11;;9790.013917884482;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;7650.0;6583.0;100,5;100,5;7547,34;2362519.0;5,33;6,39
Łódź;blockOfFlats;40.36;2.0;1.0;6.0;2021.0;;;;;;;;;;;;;;;True;True;True;;;281363.0;2020;12;;6971.333002973241;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;5732.0;4793.0;100,3;100,8;5526,13;2415816.0;6,13;2,29
Łódź;blockOfFlats;25.01;1.0;2.0;4.0;2024.0;;;;;;;;;;;;własność;;;;True;True;;;281400.0;2023;9;;11251.499400239903;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
Łódź;apartmentBuilding;31.25;1.0;2.0;2.0;2024.0;;;;;;;;;;;;;;;;True;True;;;281250.0;2024;10;;9000.0;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;;;100,7;100,7;8524,78;2345924.0;5,3;7,28
Łódź;blockOfFlats;43.34;2.0;4.0;4.0;1975.0;;;;;;;;;;;;pełna własność;;;True;True;;;;281360.0;2025;1;;6491.924319335486;;;;;ŁÓDZKIE;;;;;;;;;;;;;1 kwartał;;;;;;;;
Łódź;apartmentBuilding;40.42;2.0;2.0;6.0;2021.0;;;;;;;;;;;;własność;;;True;True;True;;;281323.0;2020;12;;6959.995051954477;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;5732.0;4793.0;100,3;100,8;5526,13;2415816.0;6,13;2,29
Łódź;blockOfFlats;25.8;1.0;0.0;5.0;;;;;;;;;;;;;;;;;;;;;281220.0;2023;11;;10900.0;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;7650.0;6583.0;100,5;100,5;7547,34;2362519.0;5,33;6,39
Łódź;apartmentBuilding;41.0;2.0;3.0;5.0;2021.0;;;;;;;;;;;;własność;;;True;True;True;;;281180.0;2020;5;;6858.048780487805;;;;;ŁÓDZKIE;;;;;;;;;;;;;2 kwartał;5653.0;4654.0;100,6;101,8;4914,5;2415816.0;6;3,3
Łódź;apartmentBuilding;41.09;2.0;6.0;6.0;2021.0;;;;;;;;;;;;własność;;;True;True;True;;;281300.0;2020;9;;6845.947919201752;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;5654.0;4763.0;99,8;100;5122,87;2415816.0;6,2;2,5
Łódź;blockOfFlats;36.38;2.0;;8.0;2021.0;;;;;;;;;;;;;;;True;True;True;;;281267.0;2021;7;;7731.363386476085;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;6096.0;5356.0;101;101,9;5631,83;2394946.0;6;2,31
Łódź;apartmentBuilding;41.0;2.0;3.0;5.0;2021.0;;;;;;;;;;;;własność;;;True;True;True;;True;281180.0;2020;5;;6858.048780487805;;;;;ŁÓDZKIE;;;;;;;;;;;;;2 kwartał;5653.0;4654.0;100,6;101,8;4914,5;2415816.0;6;3,3
Łódź;apartmentBuilding;25.56;1.0;2.0;6.0;2025.0;;;;;;;;;;;;własność;;;True;True;True;;;281160.0;2024;12;;11000.0;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;;;100,7;100,7;8524,78;2345924.0;5,3;7,28
Łódź;apartmentBuilding;31.23;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;281070.0;2022;1;;9000.0;;;;;ŁÓDZKIE;;;;;;;;;;;;;1 kwartał;6565.0;5765.0;103,9;106,6;6209,09;2378483.0;6,23;4,28
Łódź;apartmentBuilding;41.09;2.0;6.0;6.0;2021.0;;;;;;;;;;;;własność;;;True;True;True;;;281000.0;2020;9;;6838.646872718423;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;5654.0;4763.0;99,8;100;5122,87;2415816.0;6,2;2,5
Łódź;blockOfFlats;55.3;3.0;;4.0;1962.0;;;;;;;;;;;;własność;;;;False;;;True;281000.0;2021;3;;5081.374321880651;;;;;ŁÓDZKIE;;;;;;;;;;;;;1 kwartał;6044.0;4926.0;102,3;103,4;5766,99;2394946.0;6,47;2,3
Łódź;blockOfFlats;42.42;2.0;10.0;11.0;1983.0;;;;;;;;;;;;własność;;;;True;True;;True;281000.0;2021;2;;6624.233851956624;;;;;ŁÓDZKIE;;;;;;;;;;;;;1 kwartał;6044.0;4926.0;102,3;103,4;5766,99;2394946.0;6,47;2,3
Łódź;blockOfFlats;48.0;3.0;4.0;4.0;;;;;;;;;;;;;;;;;True;;;;281000.0;2022;4;;5854.166666666667;;;;;ŁÓDZKIE;;;;;;;;;;;;;2 kwartał;6519.0;5903.0;106,3;107,8;5948,51;2378483.0;5,97;6,35
Łódź;blockOfFlats;48.0;3.0;1.0;4.0;;;;;;;;;;;;;;;;;True;;;;281000.0;2022;5;;5854.166666666667;;;;;ŁÓDZKIE;;;;;;;;;;;;;2 kwartał;6519.0;5903.0;106,3;107,8;5948,51;2378483.0;5,97;6,35
Łódź;blockOfFlats;45.0;2.0;0.0;4.0;;;;;;;;;;;;;pełna własność z KW;;;True;False;False;;True;281000.0;2022;5;;6244.444444444444;;;;;ŁÓDZKIE;;;;;;;;;;;;;2 kwartał;6519.0;5903.0;106,3;107,8;5948,51;2378483.0;5,97;6,35
Łódź;blockOfFlats;37.0;2.0;1.0;10.0;1986.0;;;;;;;;;;;;;;;True;True;True;;True;281000.0;2023;5;;7594.594594594595;;;;;ŁÓDZKIE;;;;;;;;;;;;;2 kwartał;7070.0;6135.0;101,5;99,1;6808,07;2362519.0;5,63;6,83
Łódź;blockOfFlats;44.45;2.0;1.0;3.0;1931.0;;;;;;;;;;;;własność;;;;True;;;;281000.0;2021;8;;6321.709786276715;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;6096.0;5356.0;101;101,9;5631,83;2394946.0;6;2,31
Łódź;blockOfFlats;51.21;3.0;0.0;3.0;1963.0;;;;;;;;;;;;spółdzielcze-własnościowe;;;;True;;;True;281000.0;2023;4;;5487.209529388791;;;;;ŁÓDZKIE;;;;;;;;;;;;;2 kwartał;7070.0;6135.0;101,5;99,1;6808,07;2362519.0;5,63;6,83
Łódź;blockOfFlats;58.0;3.0;10.0;11.0;;;;;;;;;;;;;;;;;;True;;;281000.0;2019;11;;4844.827586206897;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;5403.0;4312.0;101;101;5188,31;2454779.0;5,33;3,71
Łódź;apartmentBuilding;43.23;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;280995.0;2019;8;;6500.000000000001;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;5349.0;4166.0;100,1;100,6;4863,68;2454779.0;5,5;3,69
Łódź;blockOfFlats;41.0;2.0;2.0;4.0;;;;;;;;;;;;;własność;;;;;;;;280900.0;2020;12;;6851.219512195122;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;5732.0;4793.0;100,3;100,8;5526,13;2415816.0;6,13;2,29
Łódź;blockOfFlats;41.0;2.0;2.0;4.0;;;;;;;;;;;;;własność;;;;;;;;280900.0;2020;1;;6851.219512195122;;;;;ŁÓDZKIE;;;;;;;;;;;;;1 kwartał;5334.0;4565.0;102,1;103,9;5274,12;2415816.0;5,63;3,7
Łódź;apartmentBuilding;43.88;2.0;1.0;1.0;2020.0;;;;;;;;;;;;własność;;;True;True;;;;280832.0;2021;2;;6400.0;;;;;ŁÓDZKIE;;;;;;;;;;;;;1 kwartał;6044.0;4926.0;102,3;103,4;5766,99;2394946.0;6,47;2,3
Łódź;blockOfFlats;35.5;2.0;0.0;4.0;1979.0;;;;;;;;;;;;;;;True;;;;True;280850.0;2023;5;;7911.267605633803;;;;;ŁÓDZKIE;;;;;;;;;;;;;2 kwartał;7070.0;6135.0;101,5;99,1;6808,07;2362519.0;5,63;6,83
Łódź;blockOfFlats;44.5;2.0;3.0;4.0;;;;;;;;;;;;;;;;;;;;;280700.0;2022;7;;6307.865168539326;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;6703.0;5886.0;103,6;107,7;6392,29;2378483.0;5,7;5,47
Łódź;blockOfFlats;41.83;2.0;2.0;8.0;2021.0;;;;;;;;;;;;;;;True;True;True;;;280779.0;2020;7;;6712.383456849152;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;5654.0;4763.0;99,8;100;5122,87;2415816.0;6,2;2,5
Łódź;blockOfFlats;26.24;1.0;4.0;5.0;;;;;;;;;;;;;;;;;False;;;;280768.0;2023;8;;10700.0;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
Łódź;apartmentBuilding;31.21;1.0;3.0;;;;;;;;;;;;;;;;;;;;;;280890.0;2021;11;;9000.0;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;6081.0;5395.0;103,5;105,5;6096,19;2394946.0;5,87;2,65
Łódź;blockOfFlats;43.0;2.0;9.0;10.0;;;;;;;;;;;;;;;;;True;True;;;280700.0;2022;9;;6527.906976744186;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;6703.0;5886.0;103,6;107,7;6392,29;2378483.0;5,7;5,47
Łódź;blockOfFlats;40.86;2.0;1.0;6.0;2020.0;;;;;;;;;;;;własność;;;True;True;True;;;280610.0;2020;9;;6867.5966715614295;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;5654.0;4763.0;99,8;100;5122,87;2415816.0;6,2;2,5
Łódź;blockOfFlats;61.0;3.0;4.0;;;;;;;;;;;;;;spółdzielcze-własnościowe;;;False;True;;;True;280600.0;2020;2;;4600.0;;;;;ŁÓDZKIE;;;;;;;;;;;;;1 kwartał;5334.0;4565.0;102,1;103,9;5274,12;2415816.0;5,63;3,7
Łódź;apartmentBuilding;41.83;2.0;1.0;8.0;2021.0;;;;;;;;;;;;własność;;;True;;True;;;280557.0;2020;8;;6707.076261056658;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;5654.0;4763.0;99,8;100;5122,87;2415816.0;6,2;2,5
Łódź;apartmentBuilding;31.18;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;280620.0;2021;11;;9000.0;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;6081.0;5395.0;103,5;105,5;6096,19;2394946.0;5,87;2,65
Łódź;apartmentBuilding;40.5;2.0;1.0;6.0;2020.0;;;;;;;;;;;;;;;True;True;True;;;280600.0;2020;4;;6928.395061728395;;;;;ŁÓDZKIE;;;;;;;;;;;;;2 kwartał;5653.0;4654.0;100,6;101,8;4914,5;2415816.0;6;3,3
Łódź;blockOfFlats;45.64;3.0;3.0;4.0;2018.0;;;;;;;;;;;;;;;True;True;True;;;280686.0;2019;9;;6150.0;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;5349.0;4166.0;100,1;100,6;4863,68;2454779.0;5,5;3,69
Łódź;apartmentBuilding;40.0;2.0;1.0;8.0;2021.0;;;;;;;;;;;;;;;;True;True;;;280500.0;2020;7;;7012.5;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;5654.0;4763.0;99,8;100;5122,87;2415816.0;6,2;2,5
Łódź;blockOfFlats;49.65;3.0;;6.0;2020.0;;;;;;;;;;;;;;;True;True;;;;280522.0;2019;9;;5649.989929506546;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;5349.0;4166.0;100,1;100,6;4863,68;2454779.0;5,5;3,69
Łódź;blockOfFlats;49.65;3.0;;6.0;2020.0;;;;;;;;;;;;;;;True;True;;;;280522.0;2020;1;;5649.989929506546;;;;;ŁÓDZKIE;;;;;;;;;;;;;1 kwartał;5334.0;4565.0;102,1;103,9;5274,12;2415816.0;5,63;3,7
Łódź;apartmentBuilding;49.65;3.0;;6.0;2020.0;;;;;;;;;;;;;;;True;True;;;;280522.0;2020;1;;5649.989929506546;;;;;ŁÓDZKIE;;;;;;;;;;;;;1 kwartał;5334.0;4565.0;102,1;103,9;5274,12;2415816.0;5,63;3,7
Łódź;apartmentBuilding;36.91;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;280516.0;2021;11;;7600.000000000001;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;6081.0;5395.0;103,5;105,5;6096,19;2394946.0;5,87;2,65
Łódź;blockOfFlats;45.45;2.0;4.0;4.0;1980.0;;;;;;;;;;;;własność;;;;True;;;True;280000.0;2025;1;;6160.616061606161;;;;;ŁÓDZKIE;;;;;;;;;;;;;1 kwartał;;;;;;;;
Łódź;apartmentBuilding;28.62;1.0;3.0;7.0;;;;;;;;;;;;;;;;;;;;;280476.0;2023;3;;9800.0;;;;;ŁÓDZKIE;;;;;;;;;;;;;1 kwartał;7284.0;6006.0;103,6;104,5;7061,4;2362519.0;5,73;6,81
Łódź;apartmentBuilding;49.65;3.0;;6.0;2020.0;;;;;;;;;;;;;;;True;True;;;;280522.0;2019;9;;5649.989929506546;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;5349.0;4166.0;100,1;100,6;4863,68;2454779.0;5,5;3,69
Łódź;blockOfFlats;26.46;1.0;3.0;5.0;;;;;;;;;;;;;;;;;;;;;280476.0;2023;8;;10600.0;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
Łódź;blockOfFlats;33.23;1.0;4.0;4.0;1932.0;;;;;;;;;;;;;;;True;False;;True;True;280000.00000000006;2025;1;;8426.120975022572;;;;;ŁÓDZKIE;;;;;;;;;;;;;1 kwartał;;;;;;;;
Łódź;apartmentBuilding;28.3;1.0;4.0;10.0;2024.0;;;;;;;;;;;;;;;True;True;True;;;280434.0;2023;3;;9909.328621908127;;;;;ŁÓDZKIE;;;;;;;;;;;;;1 kwartał;7284.0;6006.0;103,6;104,5;7061,4;2362519.0;5,73;6,81
Łódź;apartmentBuilding;49.63;3.0;0.0;6.0;2020.0;;;;;;;;;;;;;;;True;;True;True;;280410.0;2019;8;;5650.010074551682;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;5349.0;4166.0;100,1;100,6;4863,68;2454779.0;5,5;3,69
Łódź;tenement;34.0;1.0;2.0;3.0;1930.0;;;;;;;;;;;;własność;;;True;False;;;;280000.0;2025;1;;8235.29411764706;;;;;ŁÓDZKIE;;;;;;;;;;;;;1 kwartał;;;;;;;;
Łódź;tenement;32.01;2.0;1.0;2.0;;;;;;;;;;;;;;;;;;;;;280000.0;2024;9;;8747.266479225244;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;;;101,4;105,3;8118,63;2345924.0;5,4;7,13
Łódź;blockOfFlats;38.6;2.0;1.0;4.0;1970.0;;;;;;;;;;;;spółdzielcze-własnościowe;;;True;True;;;True;280000.0;2024;9;;7253.886010362694;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;;;101,4;105,3;8118,63;2345924.0;5,4;7,13
Łódź;tenement;32.94;2.0;2.0;3.0;;;;;;;;;;;;;;;;True;;;;;279990.0;2024;6;;8500.0;;;;;ŁÓDZKIE;;;;;;;;;;;;;2 kwartał;;;101,1;99,5;7935,46;2345924.0;5,4;7,44
Łódź;blockOfFlats;43.0;2.0;4.0;;;;;;;;;;;;;;pełna własność;;;;True;True;;True;279970.0;2021;9;;6510.930232558139;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;6096.0;5356.0;101;101,9;5631,83;2394946.0;6;2,31
Łódź;apartmentBuilding;40.11;2.0;2.0;6.0;2021.0;;;;;;;;;;;;;;;True;True;True;;;279995.0;2020;8;;6980.678135128397;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;5654.0;4763.0;99,8;100;5122,87;2415816.0;6,2;2,5
Łódź;blockOfFlats;49.13;3.0;1.0;6.0;;;;;;;;;;;;;własność;;;True;True;True;;;279990.0;2019;12;;5698.961937716263;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;5403.0;4312.0;101;101;5188,31;2454779.0;5,33;3,71
Łódź;tenement;48.51;2.0;1.0;3.0;1954.0;;;;;;;;;;;;pełna własność;;;;False;;;True;279970.0;2023;5;;5771.387342815914;;;;;ŁÓDZKIE;;;;;;;;;;;;;2 kwartał;7070.0;6135.0;101,5;99,1;6808,07;2362519.0;5,63;6,83
Łódź;blockOfFlats;49.13;3.0;1.0;7.0;2020.0;;;;;;;;;;;;własność;;;True;True;True;;;314900.0;2019;10;;6409.525748015469;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;5403.0;4312.0;101;101;5188,31;2454779.0;5,33;3,71
Łódź;apartmentBuilding;41.0;2.0;1.0;5.0;2021.0;;;;;;;;;;;;własność;;;True;True;True;;True;279980.0;2020;7;;6828.780487804878;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;5654.0;4763.0;99,8;100;5122,87;2415816.0;6,2;2,5
Łódź;blockOfFlats;44.0;2.0;1.0;10.0;1979.0;;;;;;;;;;;;spółdzielcze-własnościowe z KW;;;;;;;;279900.0;2020;10;;6361.363636363636;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;5732.0;4793.0;100,3;100,8;5526,13;2415816.0;6,13;2,29
Łódź;apartmentBuilding;40.0;2.0;5.0;8.0;2021.0;;;;;;;;;;;;;;;True;True;True;;;279900.0;2020;11;;6997.5;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;5732.0;4793.0;100,3;100,8;5526,13;2415816.0;6,13;2,29
Łódź;blockOfFlats;55.4;3.0;3.0;3.0;1965.0;;;;;;;;;;;;spółdzielcze-własnościowe;;;True;True;;;True;279900.0;2021;6;;5052.346570397112;;;;;ŁÓDZKIE;;;;;;;;;;;;;2 kwartał;6293.0;5086.0;102;100,9;5459,42;2394946.0;6,27;2,3
Łódź;blockOfFlats;44.0;2.0;1.0;10.0;;;;;;;;;;;;;spółdzielcze-własnościowe z KW;;;True;True;True;;True;279900.0;2020;10;;6361.363636363636;;;;;ŁÓDZKIE;;;;;;;;;;;;;4 kwartał;5732.0;4793.0;100,3;100,8;5526,13;2415816.0;6,13;2,29
Łódź;blockOfFlats;120.0;5.0;2.0;2.0;1940.0;;;;;;;;;;;;własność;;;;False;;;True;279900.0;2020;6;;2332.5;;;;;ŁÓDZKIE;;;;;;;;;;;;;2 kwartał;5653.0;4654.0;100,6;101,8;4914,5;2415816.0;6;3,3
Łódź;tenement;51.0;2.0;3.0;4.0;;;;;;;;;;;;;pełna własność;;;;;;;;279900.0;2021;8;;5488.235294117647;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;6096.0;5356.0;101;101,9;5631,83;2394946.0;6;2,31
Łódź;tenement;34.79;1.0;3.0;4.0;1904.0;;;;;;;;;;;;własność;;;False;False;False;;;279900.0;2021;7;;8045.4153492382875;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;6096.0;5356.0;101;101,9;5631,83;2394946.0;6;2,31
