city;property_type;area_sqm;rooms;floor;floor_count;build_year;latitude;longitude;distance_to_center;poi_count;distance_to_school;distance_to_healthcare;distance_to_post_office;distance_to_kindergarten;distance_to_restaurant;distance_to_college;distance_to_pharmacy;ownership_type;building_material;condition;has_parking;has_balcony;has_elevator;has_security;has_storage;price;listing_year;listing_month;address;price_per_sqm;source_dataset;property_description;heating_type;source_url;voivodeship;offer_type;building_type;market_type;city_population;maintenance_fee;available_from;advertiser_type;additional_info;window_type;energy_certificate;furnishing;utilities;quarter;primary_price;secondary_price;inflation;housing_inflation;avg_salary;population;unemployment;interest_rate
lodz;;62.0;3.0;1.0;10.0;1993.0;51.76142173;19.54014301;6.28;11.0;0.353;0.682;0.619;0.319;0.185;1.882;0.365;condominium;concreteSlab;premium;yes;no;yes;no;yes;420000.0;2023;8;;6774.193548387097;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;26.96;1.0;6.0;11.0;1970.0;51.73059;19.49215;6.22;13.0;0.052;1.239;0.294;0.063;0.257;1.647;0.166;condominium;concreteSlab;;no;no;yes;no;yes;206000.0;2023;8;;7640.949554896142;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;apartmentBuilding;71.2;3.0;1.0;5.0;2021.0;51.74867;19.47759;3.97;8.0;0.316;0.245;0.696;0.706;0.459;1.382;0.377;condominium;brick;;no;yes;yes;yes;no;744700.0;2023;8;;10459.269662921348;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;47.66;2.0;4.0;5.0;1965.0;51.7783085810064;19.4745088868094;1.4;30.0;0.101;0.493;0.338;0.154;0.114;0.093;0.032;condominium;brick;low;no;no;no;yes;yes;329000.0;2023;8;;6903.063365505665;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;62.1;3.0;;3.0;;51.8064416;19.460037;2.8;1.0;0.452;1.93;0.819;0.6;0.592;2.594;0.91;cooperative;;;no;no;no;no;no;419000.0;2023;8;;6747.1819645732685;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;47.0;2.0;4.0;10.0;1978.0;51.7952812709264;19.4445666316731;1.68;17.0;0.28;0.95;0.317;0.124;0.17;1.133;0.133;cooperative;concreteSlab;;yes;no;yes;no;no;364000.0;2023;8;;7744.68085106383;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;68.0;3.0;;4.0;1980.0;51.7183072;19.4734251;7.14;8.0;0.442;0.786;0.37;0.437;0.401;1.339;0.157;cooperative;;;no;yes;no;no;yes;459000.0;2023;8;;6750.0;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;60.0;2.0;5.0;6.0;1958.0;51.7772;19.4519;0.52;54.0;0.267;0.281;0.397;0.12;0.127;0.666;0.188;condominium;brick;;no;no;yes;no;yes;440000.0;2023;8;;7333.333333333333;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;tenement;48.0;2.0;1.0;4.0;;51.76792;19.44631;1.62;20.0;0.342;0.554;0.373;0.355;0.044;1.498;0.136;condominium;brick;;no;yes;no;no;no;350000.0;2023;8;;7291.666666666667;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;42.0;2.0;2.0;4.0;;51.7749304;19.521431;4.64;1.0;1.027;2.146;0.728;0.833;1.254;0.385;0.636;condominium;brick;;yes;no;no;no;yes;265000.0;2023;8;;6309.523809523809;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;33.08;1.0;;4.0;;51.7600759;19.4923116;3.51;6.0;0.195;0.444;0.169;0.261;0.207;1.331;0.517;cooperative;;low;yes;no;no;no;yes;224000.0;2023;8;;6771.463119709795;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;28.0;1.0;3.0;4.0;;51.7472;19.4979;4.83;15.0;0.345;1.146;0.255;0.16;0.222;2.783;0.157;condominium;concreteSlab;;yes;no;no;no;yes;214000.0;2023;8;;7642.857142857143;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;40.0;2.0;4.0;4.0;1963.0;51.73094445;19.50313596;6.53;10.0;0.179;1.69;0.823;0.075;0.498;2.405;0.22;condominium;concreteSlab;;no;yes;no;no;no;249000.0;2023;8;;6225.0;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;50.17;2.0;3.0;4.0;1970.0;51.76464;19.53913;6.1;0.0;0.591;0.938;0.942;0.633;0.541;1.623;0.709;condominium;brick;low;yes;no;no;no;yes;315000.0;2023;8;;6278.652581223839;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;apartmentBuilding;67.46;3.0;3.0;3.0;2011.0;51.7519703772821;19.5730100536908;8.77;4.0;1.19;2.614;0.521;0.035;1.036;4.347;0.145;condominium;brick;;no;yes;no;yes;yes;650000.0;2023;8;;9635.339460420992;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;;37.07;2.0;4.0;4.0;1967.0;51.7592485;19.4559833;2.48;44.0;0.318;0.265;0.288;0.189;0.094;0.955;0.095;condominium;concreteSlab;;no;no;no;no;yes;269000.0;2023;8;;7256.541677906663;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;41.0;2.0;2.0;4.0;1997.0;51.7427;19.4748;4.53;8.0;0.206;0.655;0.849;0.432;0.405;1.35;0.03;condominium;brick;;no;yes;no;yes;yes;385000.0;2023;8;;9390.243902439024;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;apartmentBuilding;59.95;4.0;1.0;6.0;2023.0;51.7893;19.4437;1.15;18.0;0.201;0.603;0.389;0.385;0.245;0.475;0.153;condominium;brick;;yes;yes;yes;yes;yes;479600.0;2023;8;;8000.0;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;apartmentBuilding;70.48;3.0;4.0;6.0;2009.0;51.74954;19.49953;4.7;9.0;0.323;0.934;0.426;0.289;0.384;2.56;0.354;condominium;brick;;no;yes;yes;yes;no;620000.0;2023;8;;8796.821793416571;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;44.28;2.0;2.0;2.0;;51.80166667;19.4325;2.71;4.0;0.626;1.468;0.426;0.105;0.617;1.68;0.498;cooperative;;low;no;yes;yes;no;no;290000.0;2023;8;;6549.232158988257;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;42.0;2.0;2.0;11.0;;51.74839515;19.39670563;5.43;25.0;0.342;0.227;0.474;0.36;0.185;3.879;0.063;cooperative;;low;no;yes;yes;no;no;329000.0;2023;8;;7833.333333333333;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;38.84;2.0;1.0;3.0;1930.0;51.7742645956459;19.4124390072845;3.02;5.0;0.14;0.309;0.241;0.247;1.046;1.369;0.258;condominium;brick;;yes;no;no;no;yes;362000.0;2023;8;;9320.288362512872;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;apartmentBuilding;96.0;3.0;2.0;2.0;2008.0;51.7219646;19.4458572;6.65;4.0;0.563;2.244;0.852;0.334;0.241;1.389;0.385;condominium;brick;premium;yes;yes;no;no;no;779000.0;2023;8;;8114.583333333333;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;;37.0;2.0;1.0;4.0;;51.7404048491825;19.4924350806023;5.25;19.0;0.226;1.416;0.472;0.162;0.225;2.033;0.19;cooperative;;;no;no;no;no;yes;310000.0;2023;8;;8378.378378378378;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;28.29;1.0;8.0;11.0;;51.7603;19.4554;2.36;38.0;0.254;0.335;0.39;0.074;0.19;0.927;0.211;condominium;;;no;yes;yes;yes;yes;220000.0;2023;8;;7776.599505125486;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;34.21;1.0;10.0;10.0;1970.0;51.7296;19.4604;5.79;14.0;0.243;1.062;0.34;0.154;0.034;0.542;0.159;condominium;concreteSlab;;yes;no;yes;no;yes;240000.0;2023;8;;7015.49254603917;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;57.0;3.0;3.0;4.0;1959.0;51.7578283;19.4115513;3.97;4.0;0.379;0.97;1.08;0.305;0.476;3.036;0.665;condominium;concreteSlab;;no;yes;no;no;yes;399000.0;2023;8;;7000.0;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;50.0;2.0;2.0;4.0;1980.0;51.81854926;19.44133759;4.22;9.0;0.618;0.203;0.319;0.129;0.267;3.573;0.17;cooperative;concreteSlab;premium;yes;no;no;no;yes;429000.0;2023;8;;8580.0;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;37.5;2.0;3.0;4.0;1971.0;51.794;19.3727;5.81;17.0;0.198;3.803;0.421;0.265;0.116;1.659;0.165;cooperative;concreteSlab;;no;yes;no;no;no;250000.0;2023;8;;6666.666666666667;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;53.0;2.0;1.0;4.0;1980.0;51.81942;19.41954;4.86;8.0;0.268;0.96;0.112;0.322;0.081;3.083;0.103;condominium;concreteSlab;;no;no;no;no;yes;386000.0;2023;8;;7283.018867924528;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;apartmentBuilding;62.0;3.0;4.0;5.0;2015.0;51.75075316;19.49088601;4.23;10.0;0.298;0.558;0.424;0.386;0.191;2.213;0.42;condominium;brick;;yes;yes;yes;yes;yes;670000.0;2023;8;;10806.451612903225;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;38.0;2.0;;4.0;;51.7351;19.4918;5.76;23.0;0.118;1.297;0.266;0.322;0.292;1.721;0.228;condominium;concreteSlab;;no;yes;no;no;yes;234000.0;2023;8;;6157.894736842105;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;tenement;44.16;2.0;3.0;4.0;1920.0;51.77326;19.45008;0.97;37.0;0.097;0.258;0.214;0.28;0.142;1.105;0.238;condominium;brick;;no;no;;no;no;425000.0;2023;8;;9624.094202898552;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;38.3;2.0;4.0;10.0;1975.0;51.79386;19.37285;5.8;15.0;0.179;3.785;0.428;0.28;0.134;1.645;0.167;condominium;concreteSlab;;no;yes;yes;no;yes;289000.0;2023;8;;7545.691906005222;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;36.07;2.0;3.0;4.0;1960.0;51.75623795;19.4138542;3.98;4.0;0.156;0.785;0.873;0.173;0.595;2.829;0.432;cooperative;;low;no;yes;no;no;no;229000.0;2023;8;;6348.766287773773;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;apartmentBuilding;65.0;3.0;4.0;8.0;2010.0;51.8213556459362;19.4360368711739;4.61;16.0;0.6;0.422;0.351;0.455;0.33;3.17;0.279;condominium;brick;premium;yes;yes;yes;yes;yes;659000.0;2023;8;;10138.461538461539;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;38.0;2.0;3.0;4.0;1966.0;51.7935609;19.400128;3.99;14.0;0.098;2.463;0.229;0.173;0.497;0.552;0.235;condominium;;low;no;yes;no;no;no;245000.0;2023;8;;6447.368421052632;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;38.0;2.0;1.0;3.0;;51.7634891;19.471553;2.31;10.0;0.345;0.791;0.525;0.527;0.239;0.307;0.601;condominium;;;no;no;no;yes;no;330000.0;2023;8;;8684.21052631579;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;50.07;2.0;4.0;4.0;1981.0;51.7145;19.4959;7.97;4.0;0.229;0.749;0.684;0.394;0.651;2.562;0.472;cooperative;concreteSlab;;no;yes;no;no;yes;327000.0;2023;8;;6530.856800479329;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;51.0;2.0;1.0;4.0;1964.0;51.7477;19.4855;4.31;12.0;0.194;0.479;0.602;0.157;0.241;1.928;0.041;condominium;brick;;yes;no;no;no;yes;430000.0;2023;8;;8431.372549019608;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;45.0;2.0;2.0;4.0;1978.0;51.7981;19.4363;2.24;17.0;0.253;1.065;0.151;0.064;0.162;1.561;0.153;condominium;;;yes;yes;no;yes;yes;310000.0;2023;8;;6888.888888888889;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;apartmentBuilding;31.0;1.0;1.0;5.0;2020.0;51.8067;19.3266;9.25;3.0;0.155;2.234;0.274;0.048;0.555;;0.767;condominium;brick;;yes;yes;yes;no;yes;283000.0;2023;8;;9129.032258064517;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;49.35;2.0;1.0;3.0;1964.0;51.7872;19.4655;0.97;16.0;0.161;0.788;0.176;0.183;0.423;0.791;0.141;condominium;brick;;yes;no;no;no;yes;360000.0;2023;8;;7294.83282674772;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;62.55;3.0;;4.0;1960.0;51.79031;19.48377;2.22;12.0;0.301;1.971;0.38;0.298;0.059;1.572;0.08;condominium;brick;;no;yes;no;no;no;465000.0;2023;8;;7434.0527577937655;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;55.0;3.0;6.0;10.0;1975.0;51.74711979;19.42455769;4.35;11.0;0.349;0.353;0.514;0.16;0.467;1.968;0.182;cooperative;concreteSlab;low;no;yes;yes;no;no;355000.0;2023;8;;6454.545454545455;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;48.0;2.0;2.0;2.0;;51.7909758;19.4611849;1.14;20.0;0.18;0.484;0.215;0.183;0.454;1.023;0.273;condominium;brick;low;no;no;;no;no;289000.0;2023;8;;6020.833333333333;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;40.2;2.0;2.0;4.0;1960.0;51.733;19.47946;5.66;25.0;0.344;0.507;0.194;0.05;0.063;0.844;0.208;condominium;concreteSlab;;no;no;no;no;no;239000.00000000003;2023;8;;5945.273631840796;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;46.0;2.0;1.0;3.0;1938.0;51.72979205;19.45592984;5.75;13.0;0.516;1.315;0.263;0.23;0.341;0.552;0.091;condominium;brick;low;no;no;no;no;no;285000.0;2023;8;;6195.652173913043;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;38.3;2.0;3.0;10.0;1970.0;51.7974;19.39;4.79;14.0;0.201;3.248;0.473;0.313;0.116;0.968;0.147;cooperative;concreteSlab;;no;yes;yes;no;yes;280000.0;2023;8;;7310.70496083551;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;42.42;2.0;;4.0;1977.0;51.745;19.3854;6.27;16.0;0.317;0.805;0.338;0.278;0.159;4.674;0.087;cooperative;concreteSlab;low;no;no;no;no;no;299000.0;2023;8;;7048.5619990570485;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;apartmentBuilding;47.38;3.0;;4.0;;51.7703;19.4294;2.14;3.0;0.253;0.939;0.549;0.163;0.311;1.881;0.507;condominium;brick;;no;yes;yes;no;no;422748.0;2023;8;;8922.498944702405;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;75.14;3.0;1.0;4.0;2007.0;51.8076;19.334;8.8;0.0;0.645;2.582;0.792;0.564;0.878;4.697;1.151;condominium;brick;premium;no;yes;no;no;yes;550000.0;2023;8;;7319.6699494277345;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;82.0;3.0;3.0;8.0;2022.0;51.8199610767838;19.4367049324471;4.45;15.0;0.652;0.263;0.465;0.406;0.308;3.33;0.329;cooperative;;low;yes;yes;yes;yes;yes;738000.0;2023;8;;9000.0;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;apartmentBuilding;43.12;2.0;;4.0;2020.0;51.74835531;19.46830988;3.8;11.0;0.277;0.394;0.85;0.19;0.292;0.743;0.492;condominium;brick;;yes;yes;yes;no;yes;499999.99999999994;2023;8;;11595.547309833024;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;;27.18;1.0;2.0;4.0;;51.74195;19.50428;5.56;9.0;0.141;1.548;0.859;0.425;0.383;2.819;0.445;condominium;;;no;no;no;no;no;207000.0;2023;8;;7615.8940397351;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;47.22;3.0;8.0;11.0;1970.0;51.7468;19.4941;4.71;19.0;0.322;0.942;0.084;0.122;0.113;2.525;0.082;condominium;concreteSlab;;no;yes;yes;no;yes;349000.0;2023;8;;7390.936044049132;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;33.0;2.0;3.0;3.0;1980.0;51.72968658;19.47352409;5.91;21.0;0.367;0.608;0.237;0.125;0.332;0.364;0.083;condominium;brick;low;no;yes;no;no;yes;237000.0;2023;8;;7181.818181818182;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;48.0;3.0;10.0;11.0;;51.7345;19.51;6.46;1.0;0.476;2.305;1.035;0.594;0.686;2.92;0.697;condominium;concreteSlab;;no;no;yes;no;yes;276000.0;2023;8;;5750.0;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;64.69;3.0;3.0;5.0;1963.0;51.7786;19.4761;1.5;24.0;0.093;0.573;0.226;0.081;0.014;0.183;0.104;condominium;brick;;no;yes;yes;yes;yes;450000.0;2023;8;;6956.252898438708;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;38.0;2.0;2.0;4.0;;51.7926;19.476;1.91;13.0;0.087;1.513;0.269;0.169;0.486;1.676;0.238;condominium;brick;;no;yes;no;no;yes;328000.0;2023;8;;8631.578947368422;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;37.0;2.0;8.0;10.0;1980.0;51.7352;19.4926;5.77;23.0;0.153;1.352;0.242;0.267;0.26;1.777;0.174;condominium;;;no;yes;yes;no;yes;318000.0;2023;8;;8594.594594594595;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;60.09;3.0;4.0;4.0;;51.792201;19.48069;2.14;14.0;0.368;1.82;0.242;0.182;0.247;1.692;0.216;condominium;;;no;yes;no;no;yes;415000.0;2023;8;;6906.307205857879;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;tenement;82.2;4.0;1.0;3.0;1870.0;51.77376;19.44575;1.06;22.0;0.17;0.507;0.169;0.139;0.164;1.229;0.332;condominium;brick;;no;yes;no;no;no;467000.0;2023;8;;5681.265206812652;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;53.0;3.0;2.0;4.0;;51.8171235;19.431461;4.27;12.0;0.403;0.497;0.228;0.357;0.225;3.126;0.189;condominium;concreteSlab;;no;yes;no;no;yes;345000.0;2023;8;;6509.433962264151;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;tenement;80.87;4.0;2.0;3.0;1900.0;51.74699;19.47176;4.01;7.0;0.053;0.235;0.892;0.448;0.55;0.993;0.28;condominium;brick;;no;yes;no;no;no;555000.0;2023;8;;6862.866328675652;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;43.2;2.0;5.0;11.0;;51.75941;19.49436;3.67;4.0;0.352;0.602;0.324;0.395;0.336;1.417;0.576;condominium;concreteSlab;;no;yes;yes;no;no;310000.0;2023;8;;7175.925925925925;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;45.13;2.0;4.0;4.0;1970.0;51.8018;19.3735;6.03;6.0;0.504;4.347;0.555;0.382;0.191;2.053;0.351;cooperative;concreteSlab;;no;yes;no;no;yes;297000.0;2023;8;;6580.988256148903;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;tenement;52.93;3.0;4.0;4.0;;51.773;19.4376;1.51;7.0;0.416;1.073;0.402;0.527;0.337;1.434;0.255;condominium;brick;;no;no;no;no;no;295000.0;2023;8;;5573.398828641602;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;;62.0;3.0;;3.0;1960.0;51.72902;19.44552;5.87;12.0;0.097;2.009;0.592;0.436;0.279;0.688;0.291;condominium;;;no;no;no;no;no;485000.0;2023;8;;7822.580645161291;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;;67.31;4.0;2.0;2.0;1940.0;51.7825;19.5293;5.13;3.0;0.357;2.842;0.444;0.508;1.744;1.386;0.198;condominium;brick;low;no;no;no;no;yes;429000.0;2023;8;;6373.495765859456;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;blockOfFlats;52.57;3.0;2.0;4.0;1968.0;51.79204595;19.3803978;5.25;8.0;0.323;3.254;0.516;0.252;0.254;1.09;0.255;condominium;concreteSlab;low;no;yes;no;no;yes;335000.0;2023;8;;6372.455773254708;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
lodz;tenement;79.6;4.0;1.0;3.0;1910.0;51.76992;19.449;1.35;28.0;0.225;0.602;0.282;0.078;0.225;1.406;0.1;condominium;brick;;no;no;no;no;yes;454000.00000000006;2023;8;;5703.517587939699;;;;;ŁÓDZKIE;;;;;;;;;;;;;3 kwartał;7827.0;6412.0;99,6;100,1;7117,82;2362519.0;5,47;6,71
